"Производитель";"Код";"Название";"Наличие"
"Schneider           ";"ATN000203                     ";"3-п РАМКА, универсальная, БЕЖЕВЫЙ       ";"365.00"
"Schneider           ";"ATN000204                     ";"4-п РАМКА, универсальная, БЕЖЕВЫЙ       ";"73.00"
"Schneider           ";"ATN000205                     ";"5-п РАМКА, универсальная, БЕЖЕВЫЙ       ";"48.00"
"Schneider           ";"ATN000211                     ";"1-кл ВЫКЛ, сх.1, 10АХ, м-зм, БЕЖЕВЫЙ    ";"375.00"
"Schneider           ";"ATN000212                     ";"1-кл ВЫКЛ, сх.1, 10АХ, в сборе, БЕЖЕВЫЙ ";"23.00"
"Schneider           ";"ATN000213                     ";"1-кл ВЫКЛ с подсветкой, сх.1а, 10АХ, м-з";"38.00"
"Schneider           ";"ATN000220                     ";"РОЗЕТКА 2X2P,16А, в сборе, БЕЖЕВЫЙ      ";"185.00"
"Schneider           ";"ATN000224                     ";"РОЗЕТКА  2X2P+E, 16А, в сборе, БЕЖЕВЫЙ  ";"33.00"
"Schneider           ";"ATN000226                     ";"РОЗЕТКА  2X2P+E шт, 16А, в сборе, БЕЖЕВЫ";"10.00"
"Schneider           ";"ATN000228                     ";"РОЗЕТКА 2x2P+E штор.сдвиж. крыш., 16А, в";"9.00"
"Schneider           ";"ATN000231                     ";"3-клав ВЫКЛ, сх.1+1+1, 10АХ, м-зм, БЕЖЕВ";"90.00"
"Schneider           ";"ATN000233                     ";"USB РОЗЕТКА, 5В, 1 порт x 2,1 А, 2 порта";"10.00"
"Schneider           ";"ATN000234                     ";"СВЕТОРЕГУЛЯТОР , 315Вт, мех., БЕЖЕВЫЙ   ";"7.00"
"Schneider           ";"ATN000236                     ";"СВЕТОРЕГУЛЯТОР , 630Вт, мех., БЕЖЕВЫЙ   ";"5.00"
"Schneider           ";"ATN000241                     ";"РОЗЕТКА 2P, 16А, м-зм, БЕЖЕВЫЙ          ";"161.00"
"Schneider           ";"ATN000243                     ";"РОЗЕТКА 2P+E, 16А, м-зм, БЕЖЕВЫЙ        ";"Много"
"Schneider           ";"ATN000245                     ";"РОЗЕТКА 2P+E шт, 16А, м-зм, БЕЖЕВЫЙ     ";"120.00"
"Schneider           ";"ATN000246                     ";"РОЗЕТКАс заземл. шт с крышкой, 16А, IP20";"71.00"
"Schneider           ";"ATN000247                     ";"РОЗЕТКА 2P+E шт с выталк., 16А, м-зм, БЕ";"7.00"
"Schneider           ";"ATN000251                     ";"2-кл  ВЫКЛ., сх.5, 10АХ, м-зм, БЕЖЕВЫЙ  ";"496.00"
"Schneider           ";"ATN000253                     ";"2-кл  ВЫКЛ. с подсветкой, сх.5а, 10АХ, м";"86.00"
"Schneider           ";"ATN000261                     ";"1-кл ПЕРЕКЛ, сх.6, 10АХ, м-зм, БЕЖЕВЫЙ  ";"241.00"
"Schneider           ";"ATN000263                     ";" 1-кл ПЕРЕКЛ с подсветкой, сх.6а, 10АХ, ";"9.00"
"Schneider           ";"ATN000265                     ";"2-кл ПЕРЕКЛ, сх.6, 10АХ, м-зм, БЕЖЕВЫЙ  ";"180.00"
"Schneider           ";"ATN000271                     ";"Перекрестный ПЕРЕКЛ, сх.7, 10АХ, м-зм, Б";"32.00"
"Schneider           ";"ATN000283                     ";"РОЗЕТКА RJ45, м-зм, БЕЖЕВЫЙ             ";"201.00"
"Schneider           ";"ATN000285                     ";"РОЗЕТКА   RJ45+RJ45, кат.5E, м-зм, БЕЖЕВ";"16.00"
"Schneider           ";"ATN000289                     ";"РОЗЕТКА  RJ45+TV, кат.5E, м-зм, БЕЖЕВЫЙ ";"19.00"
"Schneider           ";"ATN000291                     ";"TV РОЗЕТКА окон 1DB, м-зм, БЕЖЕВЫЙ      ";"60.00"
"Schneider           ";"ATN000292                     ";"TV РОЗЕТКА проходная 4DB, м-зм, БЕЖЕВЫЙ ";"16.00"
"Schneider           ";"ATN000293                     ";"TV АНТЕННА коннектор, м-зм, БЕЖЕВЫЙ     ";"37.00"
"Schneider           ";"ATN000299                     ";" ВЫВОД КАБЕЛЯ, м-зм, БЕЖЕВЫЙ            ";"26.00"
"Schneider           ";"ATN000301                     ";"1-п РАМКА, АЛЮМИНИЙ                     ";"231.00"
"Schneider           ";"ATN000302                     ";"2-п РАМКА, универсальная, АЛЮМИНИЙ      ";"60.00"
"Schneider           ";"ATN000303                     ";" 3-п РАМКА, универсальная, АЛЮМИНИЙ     ";"55.00"
"Schneider           ";"ATN000304                     ";" 4-п РАМКА, универсальная, АЛЮМИНИЙ     ";"22.00"
"Schneider           ";"ATN000305                     ";" 5-п РАМКА, универсальная, АЛЮМИНИЙ     ";"27.00"
"Schneider           ";"ATN000311                     ";"1-кл ВЫКЛ, сх.1, 10АХ, м-зм, АЛЮМИНИЙ   ";"51.00"
"Schneider           ";"ATN000312                     ";"ATLASDESIGN 1-клавишный ВЫКЛЮЧАТЕЛЬ, сх.";"13.00"
"Schneider           ";"ATN000313                     ";" 1-кл ВЫКЛЮЧАТЕЛЬ с подсветкой, сх.1а, 1";"38.00"
"Schneider           ";"ATN000320                     ";"РОЗЕТКА 2x2P,16А, в сборе, АЛЮМИНИЙ     ";"51.00"
"Schneider           ";"ATN000322                     ";"РОЗЕТКА 2x2P шт,16А, в сборе, АЛЮМИНИЙ  ";"13.00"
"Schneider           ";"ATN000324                     ";"РОЗЕТКА  2x2P+E, 16А, в сборе, АЛЮМИНИЙ ";"3.00"
"Schneider           ";"ATN000326                     ";"РОЗЕТКА  2x2P+E шт, 16А, в сборе, АЛЮМИН";"5.00"
"Schneider           ";"ATN000331                     ";"3-клав ВЫКЛ, сх.1+1+1, 10АХ, м-зм, АЛЮМИ";"22.00"
"Schneider           ";"ATN000333                     ";"ATLASDESIGN USB РОЗЕТКА, 5В, 1 порт x 2,";"4.00"
"Schneider           ";"ATN000336                     ";"ATLASDESIGN СВЕТОРЕГУЛЯТОР (диммер) пово";"1.00"
"Schneider           ";"ATN000341                     ";"РОЗЕТКА 2P, 16А, м-зм, АЛЮМИНИЙ         ";"14.00"
"Schneider           ";"ATN000343                     ";"РОЗЕТКА 2P+E, 16А, м-зм, АЛЮМИНИЙ       ";"359.00"
"Schneider           ";"ATN000345                     ";"РОЗЕТКА 2P+E шт, 16А, м-зм, АЛЮМИНИЙ    ";"4.00"
"Schneider           ";"ATN000346                     ";"РОЗЕТКАс заземл. шт с крышкой, 16А, IP20";"14.00"
"Schneider           ";"ATN000351                     ";"2-кл  ВЫКЛ., сх.5, 10АХ, м-зм, АЛЮМИНИЙ ";"23.00"
"Schneider           ";"ATN000353                     ";"2-кл ВЫКЛ с подсв, сх.5а, 10АХ, м-зм, АЛ";"20.00"
"Schneider           ";"ATN000361                     ";"1-кл ПЕРЕКЛ, сх.6, 10АХ, м-зм, АЛЮМИНИЙ ";"5.00"
"Schneider           ";"ATN000363                     ";" 1-кл ПЕРЕКЛ с подсветкой, сх.6а, 10АХ, ";"12.00"
"Schneider           ";"ATN000365                     ";"2-кл ПЕРЕКЛ, сх.6, 10АХ, м-зм, АЛЮМИНИЙ ";"11.00"
"Schneider           ";"ATN000371                     ";"Перекрестный ПЕРЕКЛ, сх.7, 10АХ, м-зм, А";"6.00"
"Schneider           ";"ATN000381                     ";"РОЗЕТКА RJ11, м-зм, АЛЮМИНИЙ            ";"7.00"
"Schneider           ";"ATN000383                     ";"РОЗЕТКА RJ45, м-зм, АЛЮМИНИЙ            ";"1.00"
"Schneider           ";"ATN000385                     ";"РОЗЕТКА   RJ45+RJ45, кат.5E, м-зм, АЛЮМИ";"21.00"
"Schneider           ";"ATN000389                     ";"РОЗЕТКА  комп+ТВ, RJ45+TV, кат.5E, м-зм,";"18.00"
"Schneider           ";"ATN000391                     ";"TV РОЗЕТКА окон 1DB, м-зм, АЛЮМИНИЙ     ";"3.00"
"Schneider           ";"ATN000392                     ";"TV РОЗЕТКА проходная 4DB, м-зм, АЛЮМИНИЙ";"15.00"
